Date,rf
2023-12-13, 3.99
2023-12-12, 4.23
2023-12-11, 4.21
2023-12-08, 4.16
2023-12-07, 4.07
2023-12-06, 4.08
2023-12-05, 4.08
2023-12-04, 4.14
2023-12-01, 4.09
2023-11-30, 4.22
2023-11-29, 4.18
2023-11-28, 4.30
2023-11-27, 4.41
2023-11-24, 4.46
